,Data,Timeframe
395,84.6249688512335,2003-07-01
396,85.123349115375,2003-08-01
397,85.2230251682034,2003-09-01
398,85.2230251682034,2003-10-01
399,85.2230251682034,2003-11-01
400,85.5220533266883,2003-12-01
401,85.123349115375,2004-01-01
402,85.8210814851732,2004-02-01
403,86.2197856964864,2004-03-01
404,86.4191378021431,2004-04-01
405,86.6184899077997,2004-05-01
406,87.1168701719412,2004-06-01
407,86.8178420134563,2004-07-01
408,87.4158983304261,2004-08-01
409,87.4158983304261,2004-09-01
410,87.5155743832544,2004-10-01
411,87.7149264889111,2004-11-01
412,87.8146025417394,2004-12-01
413,87.0171941191129,2005-01-01
414,87.8146025417394,2005-02-01
415,88.013954647396,2005-03-01
416,88.4126588587092,2005-04-01
417,88.7116870171941,2005-05-01
418,89.0107151756791,2005-06-01
419,88.9110391228508,2005-07-01
420,89.309743334164,2005-08-01
421,90.1071517567904,2005-09-01
422,90.1071517567904,2005-10-01
423,90.0074757039621,2005-11-01
424,89.9077996511338,2005-12-01
425,89.6087714926489,2006-01-01
426,90.605532020932,2006-02-01
427,91.0042362322452,2006-03-01
428,91.8016446548717,2006-04-01
429,92.2003488661849,2006-05-01
430,92.3997009718416,2006-06-01
431,92.6987291303264,2006-07-01
432,93.2967854472963,2006-08-01
433,93.6954896586096,2006-09-01
434,93.5958136057812,2006-10-01
435,93.9945178170945,2006-11-01
436,94.3932220284077,2006-12-01
437,94.1938699227511,2007-01-01
438,94.9912783453775,2007-02-01
439,95.6890107151757,2007-03-01
440,96.3867430849739,2007-04-01
441,96.7854472962871,2007-05-01
442,96.9847994019437,2007-06-01
443,97.2838275604286,2007-07-01
444,97.6825317717419,2007-08-01
445,97.9815599302268,2007-09-01
446,98.1809120358834,2007-10-01
447,98.6792923000249,2007-11-01
448,98.7789683528532,2007-12-01
449,98.2805880887117,2008-01-01
450,99.5763767754797,2008-02-01
451,100.473461250934,2008-03-01
452,100.573137303763,2008-04-01
453,101.270869673561,2008-05-01
454,101.769249937702,2008-06-01
455,101.569897832046,2008-07-01
456,101.968602043359,2008-08-01
457,102.267630201844,2008-09-01
458,102.068278096187,2008-10-01
459,101.171193620733,2008-11-01
460,99.8754049339646,2008-12-01
461,98.2805880887117,2009-01-01
462,97.8818838773985,2009-02-01
463,97.7822078245702,2009-03-01
464,97.084475454772,2009-04-01
465,96.5860951906305,2009-05-01
466,96.2870670321456,2009-06-01
467,95.5893346623474,2009-07-01
468,95.8883628208323,2009-08-01
469,95.5893346623474,2009-09-01
470,95.3899825566908,2009-10-01
471,95.3899825566908,2009-11-01
472,94.8916022925492,2009-12-01
473,94.3932220284077,2010-01-01
474,94.7919262397209,2010-02-01
475,94.7919262397209,2010-03-01
476,95.0909543982059,2010-04-01
477,95.5893346623474,2010-05-01
478,95.4896586095191,2010-06-01
479,95.4896586095191,2010-07-01
480,96.1873909793172,2010-08-01
481,95.9880388736606,2010-09-01
482,96.0877149264889,2010-10-01
483,95.8883628208323,2010-11-01
484,96.1873909793172,2010-12-01
485,95.8883628208323,2011-01-01
486,96.7854472962871,2011-02-01
487,97.6825317717419,2011-03-01
488,98.0812359830551,2011-04-01
489,98.0812359830551,2011-05-01
490,98.0812359830551,2011-06-01
491,97.9815599302268,2011-07-01
492,98.1809120358834,2011-08-01
493,98.4799401943683,2011-09-01
494,98.7789683528532,2011-10-01
495,98.7789683528532,2011-11-01
496,98.4799401943683,2011-12-01
497,97.9815599302268,2012-01-01
498,98.8786444056816,2012-02-01
499,99.8754049339646,2012-03-01
500,99.8754049339646,2012-04-01
501,99.8754049339646,2012-05-01
502,99.676052828308,2012-06-01
503,99.5763767754797,2012-07-01
504,100.17443309245,2012-08-01
505,100.074757039621,2012-09-01
506,99.975080986793,2012-10-01
507,99.5763767754797,2012-11-01
508,99.676052828308,2012-12-01
509,99.1776725641665,2013-01-01
510,99.975080986793,2013-02-01
511,100.373785198106,2013-03-01
512,100.373785198106,2013-04-01
513,100.274109145278,2013-05-01
514,100.373785198106,2013-06-01
515,100.274109145278,2013-07-01
516,100.373785198106,2013-08-01
517,100.274109145278,2013-09-01
518,100.074757039621,2013-10-01
519,99.8754049339646,2013-11-01
520,99.8754049339646,2013-12-01
521,99.3770246698231,2014-01-01
522,99.8754049339646,2014-02-01
523,100.573137303763,2014-03-01
524,100.672813356591,2014-04-01
525,100.573137303763,2014-05-01
526,100.772489409419,2014-06-01
527,100.573137303763,2014-07-01
528,100.772489409419,2014-08-01
529,100.473461250934,2014-09-01
530,100.274109145278,2014-10-01
531,99.975080986793,2014-11-01
532,99.5763767754797,2014-12-01
533,98.7789683528532,2015-01-01
534,99.3770246698231,2015-02-01
535,99.975080986793,2015-03-01
536,99.975080986793,2015-04-01
537,100.373785198106,2015-05-01
538,100.573137303763,2015-06-01
539,100.373785198106,2015-07-01
540,100.772489409419,2015-08-01
541,100.274109145278,2015-09-01
542,100.074757039621,2015-10-01
543,99.7757288811363,2015-11-01
544,99.676052828308,2015-12-01
545,98.8786444056816,2016-01-01
546,99.2773486169948,2016-02-01
547,99.676052828308,2016-03-01
548,99.8754049339646,2016-04-01
